run,bn,heuristic,time
94,mildew,MN,0.05898
94,mildew,MW,2.3e-05
94,mildew,MF,1.8e-05
94,mildew,WMF,2e-05
94,mildew,PE,2.1e-05
95,mildew,MN,0.056754
95,mildew,MW,3.1e-05
95,mildew,MF,2.6e-05
95,mildew,WMF,1.9e-05
95,mildew,PE,2.7e-05
96,mildew,MN,0.064774
96,mildew,MW,3.1e-05
96,mildew,MF,2.5e-05
96,mildew,WMF,2.7e-05
96,mildew,PE,2.8e-05
97,mildew,MN,0.061729
97,mildew,MW,3.1e-05
97,mildew,MF,1.8e-05
97,mildew,WMF,1.9e-05
97,mildew,PE,2e-05
98,mildew,MN,0.059545
98,mildew,MW,2.9e-05
98,mildew,MF,2.6e-05
98,mildew,WMF,2.9e-05
98,mildew,PE,2.7e-05
99,mildew,MN,0.062061
99,mildew,MW,3e-05
99,mildew,MF,1.7e-05
99,mildew,WMF,1.9e-05
99,mildew,PE,1.7e-05
100,mildew,MN,0.058684
100,mildew,MW,3.2e-05
100,mildew,MF,3.2e-05
100,mildew,WMF,2e-05
100,mildew,PE,1.9e-05
101,mildew,MN,0.058614
101,mildew,MW,2.3e-05
101,mildew,MF,1.9e-05
101,mildew,WMF,2.8e-05
101,mildew,PE,1.9e-05
102,mildew,MN,0.058202
102,mildew,MW,2.9e-05
102,mildew,MF,2.5e-05
102,mildew,WMF,2.7e-05
102,mildew,PE,2.7e-05
103,mildew,MN,0.062124
103,mildew,MW,3.2e-05
103,mildew,MF,2.6e-05
103,mildew,WMF,1.9e-05
103,mildew,PE,2.7e-05
104,mildew,MN,0.05862
104,mildew,MW,3e-05
104,mildew,MF,1.7e-05
104,mildew,WMF,2e-05
104,mildew,PE,1.9e-05
105,mildew,MN,0.0634
105,mildew,MW,3.1e-05
105,mildew,MF,2.6e-05
105,mildew,WMF,2.7e-05
105,mildew,PE,2.8e-05
106,mildew,MN,0.059656
106,mildew,MW,3e-05
106,mildew,MF,2.5e-05
106,mildew,WMF,2.5e-05
106,mildew,PE,2.5e-05
107,mildew,MN,0.05814
107,mildew,MW,3.1e-05
107,mildew,MF,2.5e-05
107,mildew,WMF,2.5e-05
107,mildew,PE,2e-05
108,mildew,MN,0.124535
108,mildew,MW,2.6e-05
108,mildew,MF,2.1e-05
108,mildew,WMF,1.9e-05
108,mildew,PE,1.8e-05
109,mildew,MN,0.111983
109,mildew,MW,1.6e-05
109,mildew,MF,1.3e-05
109,mildew,WMF,1.4e-05
109,mildew,PE,1.4e-05
110,mildew,MN,0.125931
110,mildew,MW,1.9e-05
110,mildew,MF,1.3e-05
110,mildew,WMF,1.4e-05
110,mildew,PE,1.4e-05
111,mildew,MN,0.129703
111,mildew,MW,1.8e-05
111,mildew,MF,1.4e-05
111,mildew,WMF,1.3e-05
111,mildew,PE,1.2e-05
112,mildew,MN,0.107641
112,mildew,MW,1.7e-05
112,mildew,MF,2.2e-05
112,mildew,WMF,1.3e-05
112,mildew,PE,1.4e-05
113,mildew,MN,0.126586
113,mildew,MW,1.6e-05
113,mildew,MF,2.3e-05
113,mildew,WMF,1.4e-05
113,mildew,PE,1.3e-05
114,mildew,MN,0.127705
114,mildew,MW,1.9e-05
114,mildew,MF,1.4e-05
114,mildew,WMF,1.4e-05
114,mildew,PE,1.4e-05
115,mildew,MN,0.127785
115,mildew,MW,1.8e-05
115,mildew,MF,2.2e-05
115,mildew,WMF,1.3e-05
115,mildew,PE,1.2e-05
116,mildew,MN,0.091354
116,mildew,MW,1.8e-05
116,mildew,MF,2.4e-05
116,mildew,WMF,1.4e-05
116,mildew,PE,1.3e-05
117,mildew,MN,0.090622
117,mildew,MW,1.7e-05
117,mildew,MF,2.3e-05
117,mildew,WMF,1.4e-05
117,mildew,PE,1.3e-05
118,mildew,MN,0.092037
118,mildew,MW,2.6e-05
118,mildew,MF,1.3e-05
118,mildew,WMF,1.3e-05
118,mildew,PE,1.2e-05
119,mildew,MN,0.091671
119,mildew,MW,2.5e-05
119,mildew,MF,2.2e-05
119,mildew,WMF,1.3e-05
119,mildew,PE,1.3e-05
120,mildew,MN,0.091124
120,mildew,MW,2e-05
120,mildew,MF,2.3e-05
120,mildew,WMF,1.3e-05
120,mildew,PE,1.2e-05
121,mildew,MN,0.088328
121,mildew,MW,1.6e-05
121,mildew,MF,1.3e-05
121,mildew,WMF,1.3e-05
121,mildew,PE,1.3e-05
122,mildew,MN,0.093147
122,mildew,MW,1.8e-05
122,mildew,MF,2.2e-05
122,mildew,WMF,1.4e-05
122,mildew,PE,1.3e-05
123,mildew,MN,0.089243
123,mildew,MW,1.7e-05
123,mildew,MF,2.2e-05
123,mildew,WMF,1.3e-05
123,mildew,PE,1.4e-05
124,mildew,MN,0.09129
124,mildew,MW,1.8e-05
124,mildew,MF,1.3e-05
124,mildew,WMF,1.4e-05
124,mildew,PE,1.4e-05
125,mildew,MN,0.088427
125,mildew,MW,1.7e-05
125,mildew,MF,2.2e-05
125,mildew,WMF,1.3e-05
125,mildew,PE,1.3e-05
126,mildew,MN,0.089509
126,mildew,MW,2.5e-05
126,mildew,MF,1.3e-05
126,mildew,WMF,1.4e-05
126,mildew,PE,1.3e-05
127,mildew,MN,0.134143
127,mildew,MW,1.8e-05
127,mildew,MF,2.3e-05
127,mildew,WMF,2.2e-05
127,mildew,PE,1.9e-05
128,mildew,MN,0.127462
128,mildew,MW,1.9e-05
128,mildew,MF,1.3e-05
128,mildew,WMF,1.3e-05
128,mildew,PE,1.3e-05
129,mildew,MN,0.130505
129,mildew,MW,2e-05
129,mildew,MF,1.5e-05
